"","Title","mean","min","max","n"
"848","Natural Resource Specialist 3",70421.2153225806,15075.27,101670.72,62
"849","Natural Resource Specialist 4",94263.61375,71832.64,108996.62,8
"850","Natural Resource Specialist 5",86441.38,86441.38,86441.38,1
"851","Natural Resource Technician 1",21967.12,14890.31,29043.93,2
"852","Natural Resource Technician 2",29113.8863636364,3205.74,54137.4,22
"853","Natural Resource Technician 3",38693.994,31078.45,65894.35,10
"854","Network Specialist 2",85767.4,85767.4,85767.4,1
"855","Network System Specialist",58580.2,58580.2,58580.2,1
"856","Notary Comm Administrator",61438.35,61438.35,61438.35,1
"857","Nurse 1",57398.4,57398.4,57398.4,1
"858","Nurse 2",92976.52375,40452.51,118126.58,8
"859","Nurse 3",148781.28,148781.28,148781.28,1
"860","Nurse Consultant 1",95627.846,11182.17,136593.02,10
"861","Nurse Consultant 2",104460.877272727,13463.18,172559.91,22
"862","Nursing Administrator",201613.56,201613.56,201613.56,1
"863","Occupational Health & Safety Manager",108734.81,91099.59,126370.03,2
"864","Occupational Health And Safety Analyst",78638,78638,78638,1
"865","Occupational License Examiner",49073.4644444444,3493.18,94201.65,36
"866","Occupational Safety & Compliance Officer",51557.585,3408.16,85427.75,12
"867","Office Assistant 1",24486.6441935484,533.94,57580.48,62
"868","Office Assistant 2",36770.0704950495,1331.1,79527.89,202
"869","Office Assistant 3",40794.9097435897,5244.77,62287.26,39
"870","Office Assistant 4",47912.9058823529,16392.08,66542.39,17
"871","Officer Recruit",3189.42,2749.5,3629.34,2
"872","Offset Duplicating Machine Operator",53093.74,53093.74,53093.74,1
"873","Oil & Gas Revenue Audit Master",147715.2,147715.2,147715.2,1
"874","Oil And Gas Revenue Auditor 2",75852.27,64610.74,87093.8,2
"875","Oil And Gas Revenue Auditor 3",93429.1471428571,77283.56,106124,7
"876","Oil And Gas Revenue Auditor 4",110979.388333333,99934.8,129388.27,6
"877","Oil And Gas Revenue Specialist",115163.475,99127.17,131199.78,2
"878","Oiler 56/27",88185.4947619048,58835.72,128862.52,21
"879","Omb Executive Assistant",62669.53,62669.53,62669.53,1
"880","Operations Manager",144280.16,144280.16,144280.16,1
"881","Operations Research Analyst",80308.92,80308.92,80308.92,1
"882","Ordinary Seaman 45/44",75217.036,13813.25,137278.05,25
"883","Ordinary Seaman Porter 48/49",75832.7028571429,57458.65,92059.94,7
"884","Outreach Administrator",65746.79,65746.79,65746.79,1
"885","Owned Assets Manager",110020.8,110020.8,110020.8,1
"886","P3 Manager",134530.26,101617.6,156509.15,3
"887","Paralegal 1",47620.0273529412,9292.24,93609.46,34
"888","Paralegal 2",63564.0547272727,1035.75,94892.23,55
"889","Park Ranger 1",69190.0154545455,26552.07,146705.24,11
"890","Park Ranger 2",90519.315,79928.35,108640.94,6
"891","Park Specialist",40701.98,11523.84,69894.31,11
"892","Park Superintendent",99802.9271428571,84824,119504.26,7
"893","Passenger Services Inspector",41901.165,37592.83,46209.5,2
"894","Payroll Manager",102340.68,102340.68,102340.68,1
"895","Payroll Services Supervisor",94436.368,70475.56,122095.39,5
"896","Payroll Specialist 1",84761.52,84761.52,84761.52,1
"897","Payroll Specialist 2",82112.38,78181.92,84592.98,3
"898","Payroll/Personnel Assistant",55620.97,55620.97,55620.97,1
"899","Payroll/Personnel Officer",58254.345,33334.22,83174.47,2
"900","Pce Technician",22283.655,4332.12,40235.19,2
"901","Petroleum Economic Policy Analyst",104463.28,104463.28,104463.28,1
"902","Petroleum Engineer",149108.36,149108.36,149108.36,1
"903","Petroleum Geologist 1",104063.81,13892.74,168924.17,6
"904","Petroleum Geologist 2",172977.34,172977.34,172977.34,1
"905","Petroleum Geologist Asst",76413,76413,76413,1
"906","Petroleum Geophysicist 1",151300.02,151300.02,151300.02,1
"907","Petroleum Inspector",141854.3,48151.23,184783,7
"908","Petroleum Land Manager",136110.72,127070.64,142336.47,5
"909","Petroleum Reservoir Engineer",98525.64,27548.37,148217.69,3
"910","Pfd Manager",99454.72,99454.72,99454.72,1
"911","Pfd Specialist 1",72498.0171428571,58908.28,93692.11,7
"912","Pfd Specialist 2",87550.16,82234.4,92865.92,2
"913","Pfd Technician 1",28923.18,9594.44,43380.78,4
"914","Pfd Technician 2",45433.0092857143,25324.04,75105.67,14
"915","Pfd Technician 3",56886.4366666667,46808.21,64765.91,9
"916","Pharmacist (Lead W/Adv Cert)",127438.8,89064,152330.8,5
"917","Pharmacy Technician",45023.308,7141.5,60920.2,5
"918","Physician Assistant/Advanced Practice Registered Nurse 1",116361.2988,3563.4,168375.52,25
"919","Physician Assistant/Advanced Practice Registered Nurse 2",257535.41,257535.41,257535.41,1
"920","Pilot 08/12",149125.62,149125.62,149125.62,1
"921","Pipe Line Coordinator",128988.57,128988.57,128988.57,1
"922","Planner 1",70633.47,70633.47,70633.47,1
"923","Planner 2",56567.715,8150.78,94559.43,4
"924","Planner 3",88344.3092307692,58122.83,172740.87,13
"925","Planning Manager",77611.875,51584.67,103639.08,2
"926","Policy & Program Specialist",101979.46,101979.46,101979.46,1
"927","Policy & Programs Director",119101.4,119101.4,119101.4,1
"928","Policy Advisor",90944.73,90944.73,90944.73,1
"929","Policy Analyst",132107.305,129801.51,134413.1,2
"930","Port Captain",86083.5633333333,43099.91,109864.96,3
"931","Preliminary Design & Environmental Manager",102381.87,102381.87,102381.87,1
"932","Procedures & Training Spec",63281.67,63281.67,63281.67,1
"933","Procurement Officer",76797.9,76797.9,76797.9,1
"934","Procurement Specialist",40982.11,40982.11,40982.11,1
"935","Procurement Specialist 1",58931.2046666667,39648.69,89441.56,15
"936","Procurement Specialist 2",54088.239,1864.35,81254.51,20
"937","Procurement Specialist 3",65398.149,5193.75,100870.11,20
"938","Procurement Specialist 4",91732.318,77662.41,115897.57,10
"939","Procurement Specialist 5",101093.027,92115.52,108798.04,10
"940","Program Assistant",79498.86,79498.86,79498.86,1
"941","Program Budget Analyst 4",89590.81,85605.97,97060.28,3
"942","Program Budget Analyst 5",115446.93,115222.83,115671.03,2
"943","Program Coordinator",68635.752,59086.5,77260.87,5
"944","Program Coordinator 1",67943.0634722222,2584.84,107646.82,72
"945","Program Coordinator 2",81923.9652439024,1365.75,126578.76,82
"946","Program Manager",101153.3775,81899.88,126225.48,8
"947","Programmer/Analyst",122250.7125,70122.11,145006.97,4
"948","Project Analyst",108662.72,92559.54,124765.9,2
"949","Project Assistant",58464.9495555556,1208.25,106332.14,45
"950","Project Controller Owned Assets",65110.2,65110.2,65110.2,1
"951","Project Coordinator",95862.9142857143,64505.21,129019.5,7
"952","Project Manager",91754.672,76471.15,114848.75,10
"953","Project Specialist",79935.75,79935.75,79935.75,1
"954","Protective Services Manager 1",111618.87,111618.87,111618.87,1
"955","Protective Services Specialist 2",61716.9809090909,17857.66,88904.44,11
"956","Protective Services Specialist 3",73662.0845454545,12839.64,95062.3,11
"957","Protective Services Specialist 4",107357.515,102461.26,112253.77,2
"958","Psychiatric Nurse 2",117829.338333333,97356.64,136343.88,6
"959","Psychiatric Nurse 3",117115.45,68501.11,165729.79,2
"960","Public Advocate Utility Analyst 1",99101.675,73919.24,115152.27,4
"961","Public Assistance Analyst 1",68980.1925,55490.29,85743.76,8
"962","Public Assistance Analyst 2",79865.3347368421,59504.71,95669.58,19
"963","Public Assistance Field Services Manager 2",93966.5375,82369.27,102348.09,4
"964","Public Assistance Programs Officer",102805.919,87262.56,122597.97,10
"965","Public Defender",149160.86,149160.86,149160.86,1
"966","Public Guardian 1",53018.55,53018.55,53018.55,1
"967","Public Guardian 2",68742.200625,38070.92,89323.56,16
"968","Public Guardian 3",99039.04,75658.18,112076.96,5
"969","Public Guardian 4",131115.44,131115.44,131115.44,1
"970","Public Health Data Analyst",124211.22,124211.22,124211.22,1
"971","Public Health Informaticist 1",71841.555,56292.97,79618.74,4
"972","Public Health Informaticist 2",66123.808,42650.33,78954.81,5
"973","Public Health Microbiologist 1",66497.9144444444,42815.73,82618.01,9
"974","Public Health Microbiologist 2",81967.456,73289.48,88898.49,5
"975","Public Health Microbiologist 3",128538.93,104932.42,152145.44,2
"976","Public Health Nurse 2",78029.2619047619,2776.2,128136.69,21
"977","Public Health Nurse 3",89110.0482142857,2133.17,163302.04,28
"978","Public Health Nurse 4",134173.534285714,105483.31,185705.61,7
"979","Public Health Nurse 5",132141.474,118252.98,148777.25,5
"980","Public Health Nurse 6",110257.33,110257.33,110257.33,1
"981","Public Health Nurse Aide",49458.68,43756.95,55369.22,3
"982","Public Health Scientist",108029.425,93499.07,137842.22,4
"983","Public Health Specialist 1",66674.1233333333,58943.4,71476.92,6
"984","Public Health Specialist 2",81546.9120833333,55288.2,105305.37,24
"985","Public Relations Manager",91157.87,91157.87,91157.87,1
"986","Public Safety Technician 1",20635.763,13090.82,43527.56,10
"987","Public Safety Technician 2",42100.81,9188.26,61373.27,8
"988","Publications Specialist",55339.43,55339.43,55339.43,1
"989","Publications Specialist 1",48406.265,44658.14,52154.39,2
"990","Publications Specialist 2",61173.1905,5227.67,86510.98,20
"991","Publications Specialist 3",84112.6172222222,46525.55,116818.52,18
"992","Publications Technician 2",52170.97,39338.78,62592.96,3
"993","Radiological Health Physicist 2",90782.4,90782.4,90782.4,1
"994","Recorder 1",28052.29875,6046.88,52366.66,16
"995","Recorder 2",47959.342,40522.85,57381.97,5
"996","Recorder Manager",87782.175,68667.29,106897.06,2
"997","Recorder Supervisor",60667.7733333333,51668.93,71214.76,3
"998","Records Analyst 2",64975.48,64975.48,64975.48,1
"999","Records And Licensing Supervisor",74127.4625,55800.58,88432.13,8
"1000","Recreation Assistant",42811.3525,39071.53,47635.14,4
"1001","Reemployment Benefits Administrator",93925.3,93925.3,93925.3,1
"1002","Regional Asst Supervisor",67684.158,27407.52,95948.61,5
"1003","Regional Engineering Geologist",139130.1,128176.08,150084.12,2
"1004","Regional Safety & Airport Security Officer",90589.4266666667,79599.94,109408.71,3
"1005","Regulation & Initiative Specialist",77776.2,77776.2,77776.2,1
"1006","Regulations Specialist 2",59161.1366666667,25745.16,106575.54,3
"1007","Research Analyst 1",47009.675,23271.22,69201.16,6
"1008","Research Analyst 2",59073.1538095238,5593.05,88388.56,21
"1009","Research Analyst 3",65133.0812195122,477.3,102551.8,41
"1010","Research Analyst 4",100550.212,84647.02,125289.74,10
"1011","Research&Planning Proj Leader",88770.91,88770.91,88770.91,1
"1012","Reservation Call Center Supervisor",82407.86,82407.86,82407.86,1
"1013","Retirement & Benefits Specialist 1",58894.1227272727,38586.5,79247.19,11
"1014","Retirement & Benefits Specialist 2",74343.5538095238,16538.25,94848.24,21
"1015","Retirement & Benefits Specialist 3",105885.396,98410.04,119734.01,5
"1016","Retirement & Benefits Technician 1",37470.262,1666.5,53726.08,5
"1017","Retirement & Benefits Technician 2",49639.7147619048,8522.08,69553.37,21
"1018","Retirement And Benefits Manager",110435.8,110435.8,110435.8,1
"1019","Revenue Appeals Officer 2",132812.8,132812.8,132812.8,1
"1020","Revenue Appeals Supervisor",166024.23,166024.23,166024.23,1
"1021","Revenue Audit Supervisor 1",156577.47,156577.47,156577.47,1
"1022","Revenue Audit Supervisor 2",148307.726666667,131971.22,167662.38,3
"1023","Right-Of-Way Agent 1",50265.13,46547.58,52224.95,3
"1024","Right-Of-Way Agent 2",57670.3422222222,15517.13,77197,9
"1025","Right-Of-Way Agent 3",69992.25,7875.46,82266.99,19
"1026","Right-Of-Way Agent 4",95041.8975,89398.82,98166.08,4
"1027","Right-Of-Way Agent 5",97667.15,97667.15,97667.15,1
"1028","Right-Of-Way Agent 6",125813.415,119562.88,132063.95,2
"1029","Right-Of-Way Assistant",44596,44596,44596,1
"1030","Rural Airport Foreman",125699.6075,91946.74,159178.12,16
"1031","Rural Electric Utility Worker",100720.81,94954.41,106487.21,2
"1032","Rural Programs Manager",123727.92,123727.92,123727.92,1
"1033","Safety & Emergency Support Specialist",53962.245,17796.85,90127.64,2
"1034","Safety Inspection & Compliance, Electrical Inspector",77979.32,76908.92,79049.72,2
"1035","Safety Inspection & Compliance, Elevator Inspector",88616.13,85574.75,91657.51,2
"1036","Safety Inspection & Compliance, Plumbing Inspector",51762.88,12928,71643.52,3
"1037","Safety Officer",66875.7425,26306.41,104885.29,4
"1038","School Finance Manager",148725.66,148725.66,148725.66,1
"1039","School Finance Specialist 2",91403.382,87026.7,98900.31,5
"1040","Second Asst Engineer 18/19",114916.997333333,19764.99,163842.24,15
"1041","Second Cook 67/94",69364.7975,13508.83,88887.61,8
"1042","Second Mate 06/13",123531.195555556,104600.22,160206.6,9
"1043","Second Steward 64",75735.61,64937.47,94447.73,3
"1044","Secretary",47470.38,29729.94,65210.82,2
"1045","Senior Accountant",43479.68,43479.68,43479.68,1
"1046","Senior Asst Purser 28",82539.1666666667,73902.59,98708.04,3
"1047","Senior Contracting Officer",101199.9,101199.9,101199.9,1
"1048","Senior Director Of Global Marketing And Strategy",147998.19,147998.19,147998.19,1
"1049","Senior Evaluation And Planning Officer",134125.64,134125.64,134125.64,1
"1050","Senior Infrastructure Engineer",111335.79,111335.79,111335.79,1
"1051","Senior Loan Servicer",53222.9,53222.9,53222.9,1
"1052","Senior Petroleum Engineer",172898.052,172847.56,172983.75,5
"1053","Senior Petroleum Geologist",175931.955,172415.6,179448.31,2
"1054","Senior Policy Advisor",164026.76,164026.76,164026.76,1
"1055","Senior Program Officer",126397.89,126397.89,126397.89,1
"1056","Senior Reservoir Engineer",172415.53,172415.53,172415.53,1
"1057","Senior Services Technician",46217.7933333333,41664.55,49050.53,6
"1058","Sergeant, Department Of Public Safety",193896.873676471,134736.91,407815.94,68
"1059","Social Services Program Coordinator",122301.63,93665.56,170083.52,3
"1060","Social Services Program Officer",99918.55,99918.55,99918.55,1
"1061","Special Agent",91472.00125,27991.25,116270,8
"1062","Special Assistant",96861.78,73248.46,129731.05,4
"1063","Special Assistant To The Commissioner 1",87051.49,73484.55,99937.05,4
"1064","Special Assistant To The Commissioner 2",99460.2614285714,44929.83,150189.4,14
"1065","Special Assistant To The Governor",4038.5,4038.5,4038.5,1
"1066","Special Investigator 1",96298.9275,77989.69,138948.49,8
"1067","Special Investigator 2",99102.29,99102.29,99102.29,1
"1068","Special Project Assistant",71528.225,33368.45,109688,2
"1069","Special Project Liaison",65435.36,39445.42,91425.3,2
"1070","Special Project Manager",82461.44,82461.44,82461.44,1
"1071","Special Projects Assistant",69574.44,69574.44,69574.44,1
"1072","Staff Manager, Oit",164160.74,164160.74,164160.74,1
"1073","Staff Physician",112411.742,32212.57,199454.26,5
"1074","State Accountant",104900.66,104900.66,104900.66,1
"1075","State Ada Coordinator",77838.4,77838.4,77838.4,1
"1076","State Archivist",113231.54,113231.54,113231.54,1
"1077","State Assessor",98696.85,98696.85,98696.85,1
"1078","State Chief Information Officer",188207.84,188207.84,188207.84,1
"1079","State Demographer",114297.92,114297.92,114297.92,1
"1080","State Equipment Fleet Manager",117557.84,117557.84,117557.84,1
"1081","State Investment Officer",181446.526666667,23248.03,400610.71,21
"1082","State Leasing & Facilities Manager",123606.66,123606.66,123606.66,1
"1083","State Logistics Center Coordinator",118670.87,116732.13,120609.61,2
"1084","State Medical Examiner/Chief",246000.71,246000.71,246000.71,1
"1085","State Metrologist 1",61435.52,61435.52,61435.52,1
"1086","State Metrologist 2",86080.58,86080.58,86080.58,1
"1087","State Petroleum Property Assessor",154702.49,154702.49,154702.49,1
"1088","State Recorder",116650.51,116650.51,116650.51,1
"1089","State Trooper",149266.228063241,17100.24,311242.62,253
"1090","State Trooper Recruit",40574.052,29576.94,83550.16,20
"1091","State Veterinarian",149126.55,149126.55,149126.55,1
"1092","Statistical Technician 2",52312.045,6313.28,71408,4
"1093","Steward 81/17",42141.2490082645,31.52,103666.31,121
"1094","Stock & Parts Services 1",41311.1988888889,4110.08,56522.99,9
"1095","Stock & Parts Services 2",53991.965,43219.07,60435.3,6
"1096","Stock & Parts Services 3",62107.4686363636,8262.54,85501.75,22
"1097","Stock & Parts Services 4",67613.6444444444,51466.73,79437.93,9
"1098","Storekeeper 65",63428.0733333333,9614.49,102219.56,3
"1099","Student Intern",14925.24,2034,32950,15
"1100","Student Intern 1",870.102857142857,72.4,2177.5,7
"1101","Student Intern 2",4555.655,1263.65,7847.66,2
"1102","Sub Teacher - Avtec",14178.599375,1199.93,86040,16
"1103","Sub Teacher, Mt Edgecumbe Hs",2681.51697674419,20,21893.78,43
"1104","Subsistence Program Manager",100283.933333333,90773.99,112330.52,3
"1105","Subsistence Resource Specialist 1",29640.3233333333,10807.67,57713.17,3
"1106","Subsistence Resource Specialist 2",46001.5025,36151.3,56573.27,4
"1107","Subsistence Resource Specialist 3",63508.208,30409.99,91297.8,5
"1108","Substance Abuse And Behavior Health Counselor",66782.24,66782.24,66782.24,1
"1109","Supervisor, Audit Operations",75208.99,75208.99,75208.99,1
"1110","Supervisor, Unemployment Insurance Tax",99163.76,99163.76,99163.76,1
"1111","Supply Technician",49721.8,49721.8,49721.8,1
"1112","Supply Technician 1",37331.9075,23825.15,48293.82,4
"1113","Supply Technician 2",43873.4163636364,7748.15,60692.22,11
"1114","Survey Instrument Technician 2",74510.38,74510.38,74510.38,1
"1115","Survey, Journey",67486.778,54060.66,84107.18,5
"1116","Survey, Lead",98807.6171428571,71639.03,137118.37,7
"1117","Survey, Sub-Journey 2",36568.325,21369.19,51767.46,2
"1118","Systems Programmer 1",83678.9145454546,52301.08,113922.71,11
"1119","Systems Programmer 2",104303.552391304,78337.5,139393.41,46
"1120","Systems Programmer 3",127522.988518519,92979.6,177282.46,27
"1121","Systems Programmer 4",127726.4925,75946.05,150388.97,4
"1122","Systems Support Manager",117944.92,117944.92,117944.92,1
"1123","Tax Auditor 1",50172.69,50172.69,50172.69,1
"1124","Tax Auditor 2",52809.53,52809.53,52809.53,1
"1125","Tax Auditor 3",85926.6125,45986.1,124299.81,4
"1126","Tax Auditor 4",94709.8125,86474.96,105327.01,4
"1127","Tax Technician 1",19606.52,4929.75,43540.2,6
"1128","Tax Technician 2",35957.51,35957.51,35957.51,1
"1129","Tax Technician 3",55805.545,44450.77,64693.5,4
"1130","Tax Technician 4",63323.24,50716.96,75929.52,2
"1131","Teacher - Avtec",96367.5233333333,81632.6,108317.45,3
"1132","Teacher, Mt Edgecumbe Hs",71568.0661290323,21440.17,116747.71,31
"1133","Technical Engineer 2/ Architect 2",148912.557857143,75201.94,200041.5,14
"1134","Technical Engineer I/Architect 1",121539.281818182,33870,189080.94,22
"1135","Telecommunications Planner",60586.165,36794.83,84377.5,2
"1136","Third Asst Engineer 21/22",72313.0147826087,10185.24,135469.96,23
"1137","Third Mate 07/14",85336.8467567568,15401.87,176862.13,37
"1138","Training Coordinator, Alaska Police Standards Council",81885.45,81885.45,81885.45,1
"1139","Training Specialist 1",59844.70875,33334.74,86558.86,8
"1140","Training Specialist 2",72135.205,62559.78,82643.94,10
"1141","Training Specialist 3",103402.0475,88057.24,122411.63,4
"1142","Transalaska Pipeline Fire Safety Specialist",82582.93,82582.93,82582.93,1
"1143","Transfer Officer",67628.21,67628.21,67628.21,1
"1144","Transportation Planner 1",88977.674,61393.83,135033.24,15
"1145","Transportation Planner 2",123094.0975,90499.85,155102.96,4
"1146","Transportation Planner 3",125132.294285714,79596.08,165951.68,7
"1147","Tribal Liaison",94880.09,94880.09,94880.09,1
"1148","Trust Program Officer",108478.773333333,101557.51,117818.11,3
"1149","Trust Resource Manager",96312.7985714286,49243.82,193059.47,14
"1150","Trust Resource Technician",46748.8,46748.8,46748.8,1
"1151","Ui Systems Programmer 3",30445.52,30445.52,30445.52,1
"1152","Unclaimed Property Agent",59436.55,59436.55,59436.55,1
"1153","Unclaimed Property Manager",85919.55,85919.55,85919.55,1
"1154","Unemployment Insurance Claim Center Manager 2",114408.57,100985.05,127832.09,2
"1155","Unemployment Insurance Quality Control Auditor",62050.37125,46124.64,74639.54,8
"1156","Unemployment Insurance Quality Control Supervisor",68502.68,68502.68,68502.68,1
"1157","Unemployment Insurance Technician 1",48408.6881395349,189.38,77441.74,43
"1158","Unemployment Insurance Technician 2",52511.295,49793.1,58337.55,4
"1159","Unemployment Insurance Technician 3",72688.8357142857,50684.93,80760.12,7
"1160","Usda Food Aid Prog Coordinator",113254.64,113254.64,113254.64,1
"1161","Utility Financial Analyst 2",85878.03,85878.03,85878.03,1
"1162","Utility Financial Analyst 3",100716.78,100716.78,100716.78,1
"1163","Utility Financial Analyst 4",112539.93,112539.93,112539.93,1
"1164","Utility Master Analyst",127945.02,127945.02,127945.02,1
"1165","Utility Tariff Analyst 2",60632.51,60632.51,60632.51,1
"1166","Utility Tariff Analyst 3",85019.07,85019.07,85019.07,1
"1167","Utility Tariff Analyst I",39169.85,39169.85,39169.85,1
"1168","Vessel Construction Manager 3",142855.76,124628.8,161082.72,2
"1169","Vessel Scheduling Coordinator",79445.68,79445.68,79445.68,1
"1170","Vessel Supervisor",93048.65,93048.65,93048.65,1
"1171","Vessel Technician",91843.47,71232.46,116085.39,3
"1172","Veterans Affairs Administrator",134159.51,134159.51,134159.51,1
"1173","Veterinary Epidemiologist",174708.41,174708.41,174708.41,1
"1174","Victim/Witness Paralegal 1",43002.1958333333,25913.69,66327.53,12
"1175","Victim/Witness Paralegal 2",67617.8281481482,46999.33,95153.62,27
"1176","Village Safe Water Engineer 1",92807.36,92807.36,92807.36,1
"1177","Village Safe Water Engineer 2",111755.765,94277.23,129234.3,2
"1178","Village Safe Water Engineering Assistant",7318.6,7318.6,7318.6,1
"1179","Village Safe Water Engineering Associate",93721.26,78337.32,109105.2,2
"1180","Visual Information Specialist",65206.4233333333,23703.09,87726.1,3
"1181","Vocational Instructor",63013.93,55088.93,69570.97,7
"1182","Vocational Rehabilitation Assistant 1",25184.8266666667,1515.15,39665.72,3
"1183","Vocational Rehabilitation Assistant 2",38442.2492307692,16663.5,55741.6,13
"1184","Vocational Rehabilitation Assistant 3",52217.67,30321.58,65270.98,4
"1185","Vocational Rehabilitation Counselor 1",33184.0333333333,3940.22,49814.68,3
"1186","Vocational Rehabilitation Counselor 2",45781.1366666667,8427.6,69075.82,6
"1187","Vocational Rehabilitation Counselor 3",86320.4012,38584.07,111552.56,25
"1188","Vocational Rehabilitation Manager",101362.676,77370.09,123512.36,5
"1189","Wage-Hour Technician",44129.665,40046.89,50585.32,4
"1190","Watchman Porter 50/31",70396.946,47617.46,90460.79,10
"1191","Weights & Measures Inspector 1",46574.7,46574.7,46574.7,1
"1192","Weights & Measures Inspector 2",64446.075,59336.14,69556.01,2
"1193","Weights & Measures Inspector Trainee",7476,1587,12696,3
"1194","Wildland Fire And Resource Technician 1",34263.32,2209.2,50432.62,3
"1195","Wildland Fire And Resource Technician 2",57456.5477272727,31859.51,97887.01,22
"1196","Wildland Fire And Resource Technician 3",67114.0289130435,25909.64,113654.64,46
"1197","Wildland Fire And Resource Technician 4",96857.2757142857,61581.68,177389.7,14
"1198","Wildland Fire And Resource Technician 5",98247.83,63438.5,135185.71,7
"1199","Wildland Fire Dispatcher 1",44776.748,20739.96,63741.24,5
"1200","Wildland Fire Dispatcher 2",55583.578,39569.67,88693.47,5
"1201","Wildland Fire Dispatcher 3",65574.48,36811.76,87531.48,4
"1202","Wildland Fire Support Services 1",45111.11,23367.45,67862.56,8
"1203","Wildland Fire Support Services 2",68965.275,64500.9,73429.65,2
"1204","Wildland Fire Support Services 3",68977.88,67496.07,70459.69,2
"1205","Wildland Fire Support Services 4",90278.48,64734,116379.54,3
"1206","Wildland Fire Support Services 5",144340.64,144340.64,144340.64,1
"1207","Wildland Forestry Technician 2",50279.9166666667,1183.17,103576.47,3
"1208","Wildland Forestry Technician 3",76727.455,73994.53,79460.38,2
"1209","Wildlife Biologist 1",60646.5757142857,26739.27,79388.72,14
"1210","Wildlife Biologist 2",71012.1577272727,11071.62,91819.72,22
"1211","Wildlife Biologist 3",86793.0894117647,14130.5,137054.44,51
"1212","Wildlife Biologist 4",111993.884615385,84809.7,152603.82,13
"1213","Wildlife Physiologist 2",92980.7133333333,70027.26,105514.03,3
"1214","Wildlife Scientist 1",110218.32,110218.32,110218.32,1
"1215","Wildlife Scientist 2",128866.61,128866.61,128866.61,1
"1216","Wildlife Veterinarian",70010.74,11825.83,128195.65,2
"1217","Wiper 60/59/33",85601.192,13849.54,138436.81,5
"1218","Workers Compensation Hearing Officer 1",33281.89,33281.89,33281.89,1
"1219","Workers Compensation Hearing Officer 2",118206.4875,98251.34,129354.47,4
"1220","Workers Compensation Officer 1",34586.8333333333,7174.61,78696.4,3
"1221","Workers Compensation Officer 2",72640.7614285714,18913.96,95477.06,7
"1222","Workers Compensation Technician",36688.85,3511.5,52793.93,5
